PARID,BOROCODE,BLOCK,LOT,TAXYEAR,STREET NUMBER,STREET NAME,Postcode,BLDG_CLASS,TAXCLASS,OWNER_NAME,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
1013191444,1,1319,1444,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191445,1,1319,1445,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191446,1,1319,1446,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191447,1,1319,1447,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191448,1,1319,1448,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191449,1,1319,1449,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191450,1,1319,1450,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191451,1,1319,1451,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191452,1,1319,1452,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191453,1,1319,1453,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191454,1,1319,1454,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191455,1,1319,1455,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191456,1,1319,1456,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191457,1,1319,1457,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191458,1,1319,1458,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191459,1,1319,1459,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191460,1,1319,1460,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191461,1,1319,1461,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191462,1,1319,1462,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191463,1,1319,1463,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191464,1,1319,1464,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191465,1,1319,1465,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191466,1,1319,1466,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191467,1,1319,1467,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191468,1,1319,1468,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191469,1,1319,1469,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191470,1,1319,1470,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191471,1,1319,1471,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191472,1,1319,1472,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191473,1,1319,1473,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191474,1,1319,1474,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191475,1,1319,1475,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191476,1,1319,1476,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191477,1,1319,1477,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191478,1,1319,1478,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191479,1,1319,1479,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191480,1,1319,1480,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191481,1,1319,1481,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191482,1,1319,1482,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191483,1,1319,1483,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191484,1,1319,1484,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191485,1,1319,1485,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191486,1,1319,1486,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191487,1,1319,1487,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191488,1,1319,1488,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191489,1,1319,1489,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191490,1,1319,1490,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191491,1,1319,1491,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191492,1,1319,1492,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191493,1,1319,1493,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191494,1,1319,1494,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191495,1,1319,1495,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
1013191496,1,1319,1496,2021,205,EAST 45 STREET,10017,RH,4,MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642,106,4,90,1081175,1013197503,Turtle Bay-East Midtown
