PLAYER,NATIONALITY,TYPE,PRICE,SOLD/UNSOLD,TEAM,YEAR
Robin Singh Bist,Indian,Batsman,1000000,UNSOLD,NONE,2015
Praful Waghela,Indian,Batsman,1000000,UNSOLD,NONE,2015
Saurabh Pradeep Wawaskar,Indian,Batsman,1000000,UNSOLD,NONE,2015
Tanmay Agarwal,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Amogh Sunil Desai,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
B Indrajith,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
David Keelan Mathias,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Abhishek Raut,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Rituraj Singh,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Varun Sood,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Paul Valthaty,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Amit Verma,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Manjeet Kumar Chaudhary,Indian,Bowler,1000000,UNSOLD,NONE,2015
Puneed Datey,Indian,Bowler,1000000,UNSOLD,NONE,2015
Gauresh Gawas,Indian,Bowler,1000000,UNSOLD,NONE,2015
Avesh Khan,Indian,Bowler,1000000,UNSOLD,NONE,2015
M. Ravi Kiran,Indian,Bowler,1000000,UNSOLD,NONE,2015
Mohammed Mudhasir,Indian,Bowler,1000000,UNSOLD,NONE,2015
Saurabh Naresh Netravalkar,Indian,Bowler,1000000,UNSOLD,NONE,2015
Anupam Amrut Sanklecha,Indian,Bowler,1000000,UNSOLD,NONE,2015
Mehjoor Sofi,Indian,Bowler,1000000,UNSOLD,NONE,2015
Kshemal Waingankar,Indian,Bowler,1000000,UNSOLD,NONE,2015
Sandipan Das,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Dheeraj Goswami,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Vishal Kushwah,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Anustup Majumdar,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Jamaluddin Syed Mohammad,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Wilkin Mota,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Krunal Pandya,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Raiphi Vincent Gomez,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Shreekant Wagh,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Vijaykumar Yo Mahesh,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Imtiyaz Ahmed,Indian,Bowler,1000000,UNSOLD,NONE,2015
Palani Amarnath,Indian,Bowler,1000000,UNSOLD,NONE,2015
Jagjot Gill,Indian,Bowler,1000000,UNSOLD,NONE,2015
Poonam Poonia,Indian,Bowler,1000000,UNSOLD,NONE,2015
Pratik Sinha,Indian,Bowler,1000000,UNSOLD,NONE,2015
Cheepurupalli Stephen,Indian,Bowler,1000000,UNSOLD,NONE,2015
Saurabh Bandekar,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Samiullah Beigh,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Kumar Deobrat,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Rahul Dewan,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Raghav Dhawan,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Abhimanyu Khod,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Chirag Khurana,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Priyank Panchal,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Rohan Prem,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Samarth Singh,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Saly Vishwanadh,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Jaskarandeep Singh Buttar,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Shasikant Kadam,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
M. Shahruk Khan,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Ankit Kushwah,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Pradeep Sachan,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Jatin Saxena,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Shubham Sharma,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Ankit Shastri,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Rohan Shrivastava,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Vinay Choudary,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
CHathuranga De Silva,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Swapnil Gugale,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Chirag Jani,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Karan Kalia,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Melu Kranthi Kumar,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Selvam Suresh Kumar,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Arib Nandi,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Akash Parkar,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Ankit Soni,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Avinash Yadav,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Sachin Rana,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Akshath Reddy,Indian,Batsman,1000000,UNSOLD,NONE,2015
Rajesh Bishnoi,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Paras Dogra,Indian,Batsman,1000000,UNSOLD,NONE,2015
Mohnish Mishra,Indian,Batsman,1000000,UNSOLD,NONE,2015
Yogesh Nagar,Indian,Batsman,1000000,UNSOLD,NONE,2015
Tirumalasetti Suman,Indian,Batsman,1000000,UNSOLD,NONE,2015
Davy Jacobs,Overseas,Wicket Keeper,1000000,UNSOLD,NONE,2015
K.B Arun Karthik,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2015
Smit Patel,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2015
Robbie Frylinck,Overseas,All-Rounder,1000000,UNSOLD,NONE,2015
Jesal Karia,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Ashok Menaria,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Shrikant Mundhe,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Ram Dayal Punia,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Amit Mishra,Indian,Bowler,1000000,UNSOLD,NONE,2015
HS Sharath,Indian,Bowler,1000000,UNSOLD,NONE,2015
Rahul Shukla,Indian,Bowler,1000000,UNSOLD,NONE,2015
Aravind Sreenath,Indian,Bowler,1000000,UNSOLD,NONE,2015
Basil Thamhy,Indian,Bowler,1000000,UNSOLD,NONE,2015
Bhargav Bhatt,Indian,Bowler,1000000,UNSOLD,NONE,2015
Mihir HIrwani,Indian,Bowler,1000000,UNSOLD,NONE,2015
Sarabjit Ladda,Indian,Bowler,1000000,UNSOLD,NONE,2015
Ali Murtaza,Indian,Bowler,1000000,UNSOLD,NONE,2015
Rahil S Shah,Indian,Bowler,1000000,UNSOLD,NONE,2015
Swapnil Asnodkar,Indian,Batsman,1000000,UNSOLD,NONE,2015
Sachin Baby,Indian,Batsman,1000000,UNSOLD,NONE,2015
Udit Birla,Indian,Batsman,1000000,UNSOLD,NONE,2015
Arindam Ghosh,Indian,Batsman,1000000,UNSOLD,NONE,2015
Ishank Jaggi,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Manprit Juneja,Indian,Batsman,1000000,UNSOLD,NONE,2015
Abrar Anjum Kazi,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Taruwar Kohli,Indian,Batsman,1000000,UNSOLD,NONE,2015
Milind Kumar,Indian,Batsman,1000000,UNSOLD,NONE,2015
Avi Barot,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2015
Ian Coster,Overseas,Wicket Keeper,1000000,UNSOLD,NONE,2015
Gitansh Khera,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2015
Abdul Ahad Malek,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2015
Dhwanil Patel,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2015
Mahesh Rawat,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2015
Jitesh Sharma,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2015
Umang Sharma,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2015
Rush Kalaria,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Darshan Misal,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Biplab Samantray,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Manan Ajay Sharma,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Harmeet Singh,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Harpreet Singh,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Amit Yadav,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Harmeet Singh Bansal,Indian,Bowler,1000000,UNSOLD,NONE,2015
Deepak Chahar,Indian,Bowler,1000000,UNSOLD,NONE,2015
Aniket Choudhary,Indian,Bowler,1000000,UNSOLD,NONE,2015
Lukman Iqbal Meriwala,Indian,Bowler,1000000,UNSOLD,NONE,2015
Umar Nazir,Indian,Bowler,1000000,UNSOLD,NONE,2015
Prasanth Parameswaran,Indian,Bowler,1000000,UNSOLD,NONE,2015
Anand Rajan,Indian,Bowler,1000000,UNSOLD,NONE,2015
Ankit Singh Rajpoot,Overseas,Bowler,1000000,UNSOLD,NONE,2015
Navdeep Saini,Indian,Bowler,1000000,UNSOLD,NONE,2015
Vikas Tokas,Indian,Bowler,1000000,UNSOLD,NONE,2015
Yuvraj Chudasama,Indian,Bowler,1000000,UNSOLD,NONE,2015
Udit Patel,Indian,Bowler,1000000,UNSOLD,NONE,2015
Samar Quadri,Indian,Bowler,1000000,UNSOLD,NONE,2015
Lakshan Sandakan,Overseas,Bowler,1000000,UNSOLD,NONE,2015
Gurvinder Singh,Indian,Bowler,1000000,UNSOLD,NONE,2015
Rajwinder Singh,Indian,Bowler,1000000,UNSOLD,NONE,2015
Bharat Solanki,Indian,Bowler,1000000,UNSOLD,NONE,2015
Ankeet Bawane,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Akhil Arvind Herwadkar,Indian,Batsman,1000000,UNSOLD,NONE,2015
Shubham Khajuria,Indian,Batsman,1000000,UNSOLD,NONE,2015
Evin Lewis,Overseas,Batsman,1000000,UNSOLD,NONE,2015
Prashant Naik,Indian,Batsman,1000000,UNSOLD,NONE,2015
Sujit Nayak,Indian,Batsman,1000000,UNSOLD,NONE,2015
R Samarth,Indian,Batsman,1000000,UNSOLD,NONE,2015
Virat Singh,Indian,Batsman,1000000,UNSOLD,NONE,2015
Akash Bhandari,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Kuldeep Hooda,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Sunil N Raju,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Amitoze Singh,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Gurinder Singh,Indian,All-Rounder,1000000,UNSOLD,NONE,2015
Prathamesh Ganesh Dake,Indian,Bowler,1000000,UNSOLD,NONE,2015
Ryan Duffield,Overseas,Bowler,1000000,UNSOLD,NONE,2015
Samad Fallah,Indian,Bowler,1000000,UNSOLD,NONE,2015
Faf Du Plessis,Overseas,Batsman,47500000,SOLD,Chennai Super Kings,2014
Dwayne Smith,Overseas,Batsman,45000000,SOLD,Chennai Super Kings,2014
Brendon McCullum,Overseas,Wicket Keeper,32500000,SOLD,Chennai Super Kings,2014
Ashish Nehra,Indian,Bowler,20000000,SOLD,Chennai Super Kings,2014
Mohit Sharma,Indian,Bowler,20000000,SOLD,Chennai Super Kings,2014
Ishwar Chandra Pandey,Indian,Bowler,15000000,SOLD,Chennai Super Kings,2014
Ben Hilfenhaus,Overseas,Bowler,10000000,SOLD,Chennai Super Kings,2014
John Hastings,Overseas,All-Rounder,5000000,SOLD,Chennai Super Kings,2014
Samuel Badree,Overseas,Bowler,3000000,SOLD,Chennai Super Kings,2014
Matt Henry,Overseas,Bowler,3000000,SOLD,Chennai Super Kings,2014
Mithun Manhas,Indian,All-Rounder,3000000,SOLD,Chennai Super Kings,2014
Vijay Shankar,Indian,All-Rounder,1000000,SOLD,Chennai Super Kings,2014
Ronit More,Indian,Bowler,1000000,SOLD,Chennai Super Kings,2014
Baba Aparajith,Indian,Batsman,1000000,SOLD,Chennai Super Kings,2014
Pawan Negi,Indian,Bowler,1000000,SOLD,Chennai Super Kings,2014
Dinesh Karthik,Indian,Wicket Keeper,125000000,SOLD,Delhi Daredevils,2014
Kevin Pietersen,Overseas,Batsman,90000000,SOLD,Delhi Daredevils,2014
Murali Vijay,Indian,Batsman,50000000,SOLD,Delhi Daredevils,2014
Mohammad Shami,Indian,Bowler,42500000,SOLD,Delhi Daredevils,2014
Nathan Coulter-Nile,Overseas,Bowler,42500000,SOLD,Delhi Daredevils,2014
Quinton De Kock,Overseas,Wicket Keeper,35000000,SOLD,Delhi Daredevils,2014
Manoj Tiwary,Indian,Batsman,28000000,SOLD,Delhi Daredevils,2014
Jaydev Unadkat,Indian,Bowler,28000000,SOLD,Delhi Daredevils,2014
Jean-Paul Duminy,Overseas,Batsman,22000000,SOLD,Delhi Daredevils,2014
Ross Taylor,Overseas,Batsman,20000000,SOLD,Delhi Daredevils,2014
Kedar Jadhav,Indian,Batsman,20000000,SOLD,Delhi Daredevils,2014
Rahul Sharma,Indian,Bowler,19000000,SOLD,Delhi Daredevils,2014
Mayank Agarwal,Indian,Batsman,16000000,SOLD,Delhi Daredevils,2014
Laxmi Ratan Shukla,Indian,All-Rounder,15000000,SOLD,Delhi Daredevils,2014
James Neesham,Overseas,All-Rounder,10000000,SOLD,Delhi Daredevils,2014
Wayne Parnell,Overseas,Bowler,10000000,SOLD,Delhi Daredevils,2014
Shahbaz Nadeem,Indian,Bowler,8500000,SOLD,Delhi Daredevils,2014
Saurabh Tiwary,Indian,Batsman,7000000,SOLD,Delhi Daredevils,2014
Siddarth Kaul,Indian,Bowler,4500000,SOLD,Delhi Daredevils,2014
Rahul Shukla,Indian,Bowler,4000000,SOLD,Delhi Daredevils,2014
Jayant Yadav,Indian,All-Rounder,1000000,SOLD,Delhi Daredevils,2014
HS Sharath,Indian,Bowler,1000000,SOLD,Delhi Daredevils,2014
Milind Kumar,Indian,Batsman,1000000,SOLD,Delhi Daredevils,2014
Mitchell Johnson,Overseas,All-Rounder,65000000,SOLD,Kings XI Punjab,2014
Glenn Maxwell,Overseas,All-Rounder,60000000,SOLD,Kings XI Punjab,2014
George Bailey,Overseas,Batsman,32500000,SOLD,Kings XI Punjab,2014
Virender Sehwag,Indian,Batsman,32000000,SOLD,Kings XI Punjab,2014
Rishi Dhawan,Indian,All-Rounder,30000000,SOLD,Kings XI Punjab,2014
Wriddhiman Saha,Indian,Wicket Keeper,22000000,SOLD,Kings XI Punjab,2014
Shaun Marsh,Overseas,Batsman,22000000,SOLD,Kings XI Punjab,2014
Cheteshwar Pujara,Indian,Batsman,19000000,SOLD,Kings XI Punjab,2014
Beuran Hendricks,Overseas,Bowler,18000000,SOLD,Kings XI Punjab,2014
Lakshmipathy Balaji,Indian,Bowler,18000000,SOLD,Kings XI Punjab,2014
Thisara Perera,Overseas,All-Rounder,16000000,SOLD,Kings XI Punjab,2014
Gurkirat Singh Mann,Indian,Batsman,13000000,SOLD,Kings XI Punjab,2014
Murali Kartik,Indian,Bowler,10000000,SOLD,Kings XI Punjab,2014
Sandeep Sharma,Indian,Bowler,8500000,SOLD,Kings XI Punjab,2014
Mandeep Hardev Singh,Indian,All-Rounder,8000000,SOLD,Kings XI Punjab,2014
Akshar Rajesh Patel,Indian,All-Rounder,7500000,SOLD,Kings XI Punjab,2014
Parvinder Awana,Indian,Bowler,6500000,SOLD,Kings XI Punjab,2014
Shardul Narendra Thakur,Indian,Bowler,2000000,SOLD,Kings XI Punjab,2014
Anureet Singh,Indian,Bowler,2000000,SOLD,Kings XI Punjab,2014
Shivam Sharma,Indian,Bowler,1000000,SOLD,Kings XI Punjab,2014
Karanveer Singh,Indian,All-Rounder,1000000,SOLD,Kings XI Punjab,2014
Jacques Kallis,Overseas,All-Rounder,55000000,SOLD,Kolkata Knight Riders,2014
Robin Uthappa,Indian,Batsman,50000000,SOLD,Kolkata Knight Riders,2014
Piyush Chawla,Indian,Bowler,42500000,SOLD,Kolkata Knight Riders,2014
Yusuf Pathan,Indian,All-Rounder,32500000,SOLD,Kolkata Knight Riders,2014
Shakib Al Hasan,Overseas,All-Rounder,28000000,SOLD,Kolkata Knight Riders,2014
Morne Morkel,Overseas,Bowler,28000000,SOLD,Kolkata Knight Riders,2014
Ranganath Vinay Kumar,Indian,Bowler,28000000,SOLD,Kolkata Knight Riders,2014
Umesh Yadav,Overseas,Bowler,26000000,SOLD,Kolkata Knight Riders,2014
Manish Pandey,Indian,Batsman,17000000,SOLD,Kolkata Knight Riders,2014
Chris Lynn,Overseas,Batsman,13000000,SOLD,Kolkata Knight Riders,2014
Patrick Cummins,Overseas,Bowler,10000000,SOLD,Kolkata Knight Riders,2014
Ryan Ten Doeschate,Overseas,All-Rounder,10000000,SOLD,Kolkata Knight Riders,2014
Suryakumar Yadav,Indian,Batsman,7000000,SOLD,Kolkata Knight Riders,2014
Andre Russell,Overseas,All-Rounder,6000000,SOLD,Kolkata Knight Riders,2014
Manvinder Bisla,Indian,Wicket Keeper,6000000,SOLD,Kolkata Knight Riders,2014
Veer Pratap Singh,Indian,Bowler,4000000,SOLD,Kolkata Knight Riders,2014
Kuldeep Singh Yadav,Indian,Bowler,4000000,SOLD,Kolkata Knight Riders,2014
Debabrata Das,Indian,Wicket Keeper,2000000,SOLD,Kolkata Knight Riders,2014
Sayan Sekhar Mandal,Indian,All-Rounder,1000000,SOLD,Kolkata Knight Riders,2014
Michael Hussey,Overseas,Batsman,50000000,SOLD,Mumbai Indians,2014
Corey Anderson,Overseas,All-Rounder,45000000,SOLD,Mumbai Indians,2014
Pragyan Ojha,Indian,Bowler,32500000,SOLD,Mumbai Indians,2014
Zaheer Khan,Indian,Bowler,26000000,SOLD,Mumbai Indians,2014
Aditya Tare,Indian,Wicket Keeper,16000000,SOLD,Mumbai Indians,2014
Jasprit Bumrah,Indian,Bowler,12000000,SOLD,Mumbai Indians,2014
Jalaj Saxena,Indian,All-Rounder,9000000,SOLD,Mumbai Indians,2014
Josh Hazlewood,Overseas,Bowler,5000000,SOLD,Mumbai Indians,2014
Marchant De Lange,Overseas,Bowler,3000000,SOLD,Mumbai Indians,2014
Krismar Santokie,Indian,Bowler,3000000,SOLD,Mumbai Indians,2014
Ben Dunk,Overseas,Wicket Keeper,2000000,SOLD,Mumbai Indians,2014
C.M. Gautam,Indian,Wicket Keeper,2000000,SOLD,Mumbai Indians,2014
Apoorv Vijay Wankhade,Indian,Batsman,1000000,SOLD,Mumbai Indians,2014
Pawan Suyal,Indian,Bowler,1000000,SOLD,Mumbai Indians,2014
Sushant Marathe,Indian,Wicket Keeper,1000000,SOLD,Mumbai Indians,2014
Shreyas Gopal,Indian,Bowler,1000000,SOLD,Mumbai Indians,2014
Steven Smith,Overseas,All-Rounder,40000000,SOLD,Rajasthan Royals,2014
Brad Hodge,Overseas,Batsman,24000000,SOLD,Rajasthan Royals,2014
Rajat Bhatia,Indian,All-Rounder,17000000,SOLD,Rajasthan Royals,2014
Tim Southee,Overseas,Bowler,12000000,SOLD,Rajasthan Royals,2014
Dhawal Kulkarni,Indian,Bowler,11000000,SOLD,Rajasthan Royals,2014
Abhishek Nayar,Indian,All-Rounder,10000000,SOLD,Rajasthan Royals,2014
Kane Richardson,Overseas,Bowler,10000000,SOLD,Rajasthan Royals,2014
Ben Cutting,Overseas,Bowler,8000000,SOLD,Rajasthan Royals,2014
Karun Nair,Indian,Batsman,7500000,SOLD,Rajasthan Royals,2014
Unmukt Chand,Indian,Batsman,6500000,SOLD,Rajasthan Royals,2014
Iqbal Abdullah,Indian,All-Rounder,6500000,SOLD,Rajasthan Royals,2014
Deepak Hooda,Indian,Bowler,4000000,SOLD,Rajasthan Royals,2014
Dishant Yagnik,Indian,Wicket Keeper,3000000,SOLD,Rajasthan Royals,2014
Kevon Cooper,Overseas,All-Rounder,3000000,SOLD,Rajasthan Royals,2014
Vikramjeet Malik,Indian,Bowler,2000000,SOLD,Rajasthan Royals,2014
Ankit Nagendra Sharma,Indian,Bowler,1000000,SOLD,Rajasthan Royals,2014
Rahul Tewatia,Indian,All-Rounder,1000000,SOLD,Rajasthan Royals,2014
Ankush Bains,Indian,Wicket Keeper,1000000,SOLD,Rajasthan Royals,2014
Amit Mishra,Indian,Bowler,1000000,SOLD,Rajasthan Royals,2014
Pravin Tambe,Indian,Bowler,1000000,SOLD,Rajasthan Royals,2014
Yuvraj Singh,Indian,All-Rounder,140000000,SOLD,Royal Challengers Bangalore,2014
Mitchell Starc,Overseas,Bowler,50000000,SOLD,Royal Challengers Bangalore,2014
Albie Morkel,Overseas,All-Rounder,24000000,SOLD,Royal Challengers Bangalore,2014
Varun Aaron,Overseas,Bowler,20000000,SOLD,Royal Challengers Bangalore,2014
Ashok Dinda,Indian,Bowler,15000000,SOLD,Royal Challengers Bangalore,2014
Parthiv Patel,Indian,Wicket Keeper,14000000,SOLD,Royal Challengers Bangalore,2014
Muttiah Muralitharan,Overseas,Bowler,10000000,SOLD,Royal Challengers Bangalore,2014
Ravi Rampaul,Overseas,Bowler,9000000,SOLD,Royal Challengers Bangalore,2014
Nic Maddinson,Overseas,Batsman,5000000,SOLD,Royal Challengers Bangalore,2014
Harshal Patel,Indian,Bowler,4000000,SOLD,Royal Challengers Bangalore,2014
Vijay Zol,Indian,Batsman,3000000,SOLD,Royal Challengers Bangalore,2014
Abu Nechim Ahmed,Indian,Bowler,3000000,SOLD,Royal Challengers Bangalore,2014
Sachin Rana,Indian,Bowler,2000000,SOLD,Royal Challengers Bangalore,2014
Shadab Jakati,Indian,Bowler,2000000,SOLD,Royal Challengers Bangalore,2014
Sandeep Warrier,Indian,Bowler,1000000,SOLD,Royal Challengers Bangalore,2014
Tanmay Mishra,Indian,Batsman,1000000,SOLD,Royal Challengers Bangalore,2014
Yogesh Takawale,Indian,Wicket Keeper,1000000,SOLD,Royal Challengers Bangalore,2014
Yuzvendra Singh Chahal,Indian,Bowler,1000000,SOLD,Royal Challengers Bangalore,2014
David Warner,Overseas,Batsman,55000000,SOLD,Sunrisers Hyderabad,2014
Amit Mishra,Indian,Bowler,47500000,SOLD,Sunrisers Hyderabad,2014
Bhuvneshwar Kumar,Indian,Bowler,42500000,SOLD,Sunrisers Hyderabad,2014
Aaron Finch,Overseas,Batsman,40000000,SOLD,Sunrisers Hyderabad,2014
Karn Sharma,Indian,Bowler,37500000,SOLD,Sunrisers Hyderabad,2014
Darren Sammy,Overseas,All-Rounder,35000000,SOLD,Sunrisers Hyderabad,2014
Ishant Sharma,Indian,Bowler,26000000,SOLD,Sunrisers Hyderabad,2014
Irfan Pathan,Indian,All-Rounder,24000000,SOLD,Sunrisers Hyderabad,2014
Moises Henriques,Overseas,All-Rounder,10000000,SOLD,Sunrisers Hyderabad,2014
KL Rahul,Indian,Batsman,10000000,SOLD,Sunrisers Hyderabad,2014
Parveez Rasool,Indian,All-Rounder,9500000,SOLD,Sunrisers Hyderabad,2014
Jason Holder,Overseas,Bowler,7500000,SOLD,Sunrisers Hyderabad,2014
Venugopal Rao,Indian,Batsman,5500000,SOLD,Sunrisers Hyderabad,2014
Naman Ojha,Indian,Wicket Keeper,5000000,SOLD,Sunrisers Hyderabad,2014
Brendan Taylor,Overseas,Wicket Keeper,3000000,SOLD,Sunrisers Hyderabad,2014
Prasanth Parameswaran,Indian,Bowler,3000000,SOLD,Sunrisers Hyderabad,2014
Amit Paunikar,Indian,Wicket Keeper,2000000,SOLD,Sunrisers Hyderabad,2014
Ashish Reddy,Indian,Bowler,2000000,SOLD,Sunrisers Hyderabad,2014
Srikkanth Anirudha,Indian,Batsman,2000000,SOLD,Sunrisers Hyderabad,2014
Ricky Bhui,Indian,Batsman,1000000,SOLD,Sunrisers Hyderabad,2014
Chama Milind,Indian,Bowler,1000000,SOLD,Sunrisers Hyderabad,2014
Manprit Juneja,Indian,Batsman,1000000,SOLD,Sunrisers Hyderabad,2014
Tillakaratne Dilshan,Overseas,All-Rounder,20000000,UNSOLD,NONE,2014
Angelo Mathews,Overseas,All-Rounder,20000000,UNSOLD,NONE,2014
Praveen Kumar,Indian,Bowler,20000000,UNSOLD,NONE,2014
Alex Hales,Overseas,Batsman,20000000,UNSOLD,NONE,2014
Marlon Samuels,Overseas,Batsman,20000000,UNSOLD,NONE,2014
Brett Lee,Overseas,Bowler,20000000,UNSOLD,NONE,2014
Samit Patel,Overseas,All-Rounder,20000000,UNSOLD,NONE,2014
Mahela Jayawardena,Overseas,Batsman,20000000,UNSOLD,NONE,2014
Craig Kieswetter,Overseas,Wicket Keeper,15000000,UNSOLD,NONE,2014
Cameron White,Overseas,Batsman,15000000,UNSOLD,NONE,2014
Luke Wright,Overseas,All-Rounder,15000000,UNSOLD,NONE,2014
Rangana Herath,Overseas,Bowler,15000000,UNSOLD,NONE,2014
Brad Hogg,Overseas,Bowler,15000000,UNSOLD,NONE,2014
Rikki Clarke,Overseas,All-Rounder,15000000,UNSOLD,NONE,2014
Matthew Wade,Overseas,Wicket Keeper,10000000,UNSOLD,NONE,2014
David Hussey,Overseas,All-Rounder,10000000,UNSOLD,NONE,2014
Azhar Mahmood,Overseas,All-Rounder,10000000,UNSOLD,NONE,2014
Nathan McCullum,Overseas,Bowler,10000000,UNSOLD,NONE,2014
Robin Peterson,Overseas,Bowler,10000000,UNSOLD,NONE,2014
Subramaniam Badrinath,Indian,Batsman,10000000,UNSOLD,NONE,2014
Ian Bell,Overseas,Batsman,10000000,UNSOLD,NONE,2014
Ravi Bopara,Overseas,All-Rounder,10000000,UNSOLD,NONE,2014
Daniel Christian,Overseas,All-Rounder,10000000,UNSOLD,NONE,2014
RP Singh,Indian,Bowler,10000000,UNSOLD,NONE,2014
Nathan Lyon,Overseas,Bowler,10000000,UNSOLD,NONE,2014
Imran Tahir,Overseas,Bowler,10000000,UNSOLD,NONE,2014
Adam Voges,Overseas,Batsman,10000000,UNSOLD,NONE,2014
Michael Klinger,Overseas,Batsman,10000000,UNSOLD,NONE,2014
Johan Botha,Overseas,All-Rounder,10000000,UNSOLD,NONE,2014
Jesse Ryder,Overseas,All-Rounder,10000000,UNSOLD,NONE,2014
Sachithra Senanayaka,Overseas,All-Rounder,10000000,UNSOLD,NONE,2014
Fidel Edwards,Overseas,Bowler,10000000,UNSOLD,NONE,2014
Manpreet Gony,Indian,Bowler,10000000,UNSOLD,NONE,2014
Clinton McKay,Overseas,Bowler,10000000,UNSOLD,NONE,2014
Phillip Hughes,Overseas,Batsman,10000000,UNSOLD,NONE,2014
Vernon Philander,Overseas,All-Rounder,10000000,UNSOLD,NONE,2014
Ryan McLaren,Overseas,Bowler,10000000,UNSOLD,NONE,2014
Dirk Nannes,Overseas,Bowler,10000000,UNSOLD,NONE,2014
Shaun Tait,Overseas,Bowler,10000000,UNSOLD,NONE,2014
Robert Quiney,Overseas,Batsman,10000000,UNSOLD,NONE,2014
Kemar Roach,Overseas,Bowler,10000000,UNSOLD,NONE,2014
Kyle Mills,Overseas,Bowler,10000000,UNSOLD,NONE,2014
Kusal Janith Perera,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2014
